Country name,Ladder score,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,year
Malaysia,5.384300231933594,10.262518882751465,0.8165094256401062,67.10215759277344,0.8946268558502197,0.11472679674625397,0.8393023014068604,2020
Vietnam,5.353499889373779,8.809545516967773,0.8499871492385864,67.9527359008789,0.9395929574966431,-0.09453333169221878,0.796421229839325,2020
Indonesia,5.285600185394287,9.369751930236816,0.8083798885345459,62.15584945678711,0.8706144094467163,0.5195865035057068,0.8762964010238647,2020
Ivory Coast,5.23330020904541,8.225561141967773,0.658048689365387,49.5037727355957,0.7279093265533447,-0.04399115592241287,0.7907719612121582,2020
Benin,5.216000080108643,7.674319744110107,0.46867114305496216,54.31246566772461,0.7351825833320618,-0.0035372127313166857,0.7405325770378113,2020
Maldives,5.1975998878479,9.518632888793945,0.9131609201431274,70.5999984741211,0.853962779045105,0.03808549791574478,0.824211061000824,2020
Congo (Brazzaville),5.194399833679199,8.5369873046875,0.6402280926704407,57.92448043823242,0.7190585136413574,-0.12367409467697144,0.7517790794372559,2020
Azerbaijan,5.16480016708374,9.687726974487305,0.8193082809448242,65.5083999633789,0.786824107170105,-0.24025528132915497,0.5525375604629517,2020
Macedonia,5.159800052642822,9.510591506958008,0.8203923106193542,67.50442504882812,0.7388409376144409,-0.019877450540661812,0.8974905014038086,2020
Ghana,5.1479997634887695,8.350645065307617,0.7286010980606079,57.20398712158203,0.7947965264320374,0.09417085349559784,0.8479647636413574,2020
Nepal,5.137199878692627,7.925357341766357,0.7855124473571777,63.779178619384766,0.7975650429725647,0.15416882932186127,0.7380991578102112,2020
Turkey,5.131800174713135,10.129419326782227,0.8263135552406311,66.90281677246094,0.608830451965332,-0.1710464358329773,0.7481973767280579,2020
China,5.123899936676025,9.688568115234375,0.7987605929374695,69.28919219970703,0.898517906665802,-0.18142575025558472,0.7539710998535156,2020
Turkmenistan,5.119100093841553,9.748032569885254,0.9589661955833435,62.211708068847656,0.8264570236206055,0.18767154216766357,0.8836918473243713,2020
Bulgaria,5.101500034332275,9.869318962097168,0.9378403425216675,66.8039779663086,0.7451781630516052,-0.14390844106674194,0.9355851411819458,2020
Morocco,5.094799995422363,8.940313339233398,0.5926284790039062,65.896240234375,0.772072434425354,-0.2403772473335266,0.8157246112823486,2020
Cameroon,5.08489990234375,8.118647575378418,0.7003864049911499,52.70494079589844,0.7630518078804016,-0.001496450393460691,0.8513365983963013,2020
Venezuela,5.053199768066406,8.97779369354248,0.8904081583023071,66.50534057617188,0.6232783198356628,-0.16909050941467285,0.8370383977890015,2020
Algeria,5.005099773406982,9.537964820861816,0.8033851385116577,65.9051742553711,0.4666109085083008,-0.12110516428947449,0.7354851365089417,2020
Senegal,4.980800151824951,8.118982315063477,0.7236160039901733,59.599151611328125,0.6905961632728577,-0.05233515426516533,0.8087851405143738,2020
Guinea,4.9492998123168945,7.750990390777588,0.6375734806060791,54.46780014038086,0.7068467736244202,0.07632847130298615,0.7617944478988647,2020
Niger,4.909599781036377,6.842166900634766,0.6174350380897522,53.50009536743164,0.7597721219062805,0.013860817067325115,0.7225301861763,2020
Laos,4.888599872589111,8.798580169677734,0.7375022172927856,58.709922790527344,0.907213568687439,0.1113714799284935,0.6346793174743652,2020
Albania,4.882699966430664,9.417930603027344,0.6710704565048218,68.70813751220703,0.7819942235946655,-0.042309489101171494,0.8963037133216858,2020
Cambodia,4.848400115966797,8.249890327453613,0.7730806469917297,61.52996826171875,0.9597046375274658,0.05191117897629738,0.822769045829773,2020
Bangladesh,4.832799911499023,8.287063598632812,0.6872929930686951,64.50306701660156,0.9006249904632568,-0.033664725720882416,0.6618435382843018,2020
Gabon,4.8292999267578125,9.680537223815918,0.7878868579864502,59.71533966064453,0.704829216003418,-0.22226162254810333,0.8491509556770325,2020
South Africa,4.8140997886657715,9.40337085723877,0.8525322675704956,56.506011962890625,0.7593300938606262,-0.10977732390165329,0.8434238433837891,2020
Iraq,4.784800052642822,9.66109561920166,0.7476949691772461,59.90354919433594,0.6331826448440552,-0.06956475973129272,0.8222618103027344,2020
Lebanon,4.771500110626221,9.361723899841309,0.8243381381034851,67.10658264160156,0.5513575077056885,-0.061215270310640335,0.9022562503814697,2020
Burkina Faso,4.768700122833252,7.468544960021973,0.7129436135292053,53.88945388793945,0.6655635833740234,-0.019080515950918198,0.7397950291633606,2020
Gambia,4.7505998611450195,7.32181453704834,0.6931686997413635,55.01201629638672,0.7331631779670715,0.3431987166404724,0.6907178163528442,2020
Mali,4.729300022125244,7.629852294921875,0.7314689755439758,51.72698211669922,0.711566150188446,-0.044366925954818726,0.839328408241272,2020
Nigeria,4.724100112915039,8.576624870300293,0.7372168898582458,49.861907958984375,0.7595784068107605,0.03374580666422844,0.8618743419647217,2020
Armenia,4.676799774169922,9.100476264953613,0.7574794292449951,66.75065612792969,0.712017834186554,-0.13877961039543152,0.7735447883605957,2020
Georgia,4.672599792480469,9.22610092163086,0.6290330290794373,64.49520874023438,0.8016415238380432,-0.2289203703403473,0.6659446954727173,2020
Iran,4.672399997711182,9.813719749450684,0.6946896910667419,66.00614929199219,0.6478732824325562,0.1178911030292511,0.714635968208313,2020
Jordan,4.633399963378906,9.025999069213867,0.8021637201309204,66.79975128173828,0.7510477900505066,-0.1625652015209198,0.7003443241119385,2020
Mozambique,4.623600006103516,7.069345951080322,0.723874032497406,54.2058219909668,0.8644518852233887,0.032375868409872055,0.6830191016197205,2020
Kenya,4.583000183105469,8.029775619506836,0.7026520371437073,60.09693145751953,0.8297475576400757,0.29468151926994324,0.8314991593360901,2020
Namibia,4.571100234985352,9.203141212463379,0.8468809723854065,56.501487731933594,0.7675209641456604,-0.18530645966529846,0.8514497876167297,2020
Ukraine,4.560699939727783,9.010690689086914,0.8788793683052063,64.60678100585938,0.6630818843841553,-0.03093370608985424,0.9206367135047913,2020
Liberia,4.5578999519348145,7.054380416870117,0.7092805504798889,56.0963134765625,0.7352687120437622,0.04227321967482567,0.8563759326934814,2020
Palestinian Territories,4.552800178527832,8.389223098754883,0.8252959251403809,62.25,0.6457918286323547,-0.1620790958404541,0.8241999745368958,2020
Uganda,4.432000160217285,7.500389575958252,0.7649946212768555,55.70820236206055,0.7317139506340027,0.09948743134737015,0.8367378115653992,2020
Chad,4.422699928283691,7.467963695526123,0.6323880553245544,48.22053909301758,0.5873052477836609,0.017834719270467758,0.8027608394622803,2020
Tunisia,4.392199993133545,9.314972877502441,0.6887185573577881,66.89785766601562,0.5933615565299988,-0.21641381084918976,0.8675902485847473,2020
Mauritania,4.374599933624268,8.233919143676758,0.7908192276954651,57.01017761230469,0.5515225529670715,-0.1060081422328949,0.746223509311676,2020
Sri Lanka,4.327000141143799,9.389969825744629,0.8253740668296814,67.20006561279297,0.8376336693763733,0.08112961798906326,0.8590017557144165,2020
Congo (Kinshasa),4.310999870300293,6.69425630569458,0.6721590161323547,52.900001525878906,0.7007935643196106,0.08363765478134155,0.8094035983085632,2020
Swaziland,4.30810022354126,9.162673950195312,0.770290195941925,51.188236236572266,0.6468222737312317,-0.19920141994953156,0.7082633376121521,2020
Myanmar,4.308000087738037,8.680481910705566,0.7844070196151733,58.96171188354492,0.8950752019882202,0.5606639981269836,0.6451243162155151,2020
Comoros,4.288599967956543,7.833630084991455,0.6256624460220337,57.3490104675293,0.5476126074790955,0.09000840783119202,0.7806226015090942,2020
Togo,4.18720006942749,7.357711315155029,0.5513126254081726,54.71989822387695,0.6498286128044128,0.002667874563485384,0.7577334642410278,2020
Ethiopia,4.186200141906738,7.509385585784912,0.74330735206604,58.639591217041016,0.7407951951026917,0.043377332389354706,0.7536900043487549,2020
Madagascar,4.165599822998047,7.281685829162598,0.668195903301239,59.10542678833008,0.5575740933418274,-0.011823639273643494,0.8174856305122375,2020
Egypt,4.151400089263916,9.31654167175293,0.7354478240013123,61.7801513671875,0.7083541750907898,-0.1968783140182495,0.787726879119873,2020
Sierra Leone,3.9263999462127686,7.268803119659424,0.6361420154571533,50.865142822265625,0.715315043926239,0.08866074681282043,0.8613306879997253,2020
Burundi,3.7753000259399414,6.492642402648926,0.4903257191181183,53.400001525878906,0.6263502240180969,-0.017551597207784653,0.6069345474243164,2020
Zambia,3.759399890899658,8.224720001220703,0.6988244652748108,55.29937744140625,0.806500256061554,0.07803712785243988,0.8012896776199341,2020
Haiti,3.7207999229431152,7.41132926940918,0.5932478308677673,55.59862518310547,0.5378251671791077,0.40053457021713257,0.6847672462463379,2020
Lesotho,3.6528000831604004,7.960488319396973,0.7804957032203674,48.003623962402344,0.7381258606910706,-0.14573204517364502,0.8573920726776123,2020
India,3.5732998847961426,8.849823951721191,0.5922009348869324,60.215187072753906,0.8814448714256287,0.057551607489585876,0.7720426917076111,2020
Malawi,3.5380001068115234,7.062226295471191,0.5440073013305664,57.59288787841797,0.803223192691803,0.021433278918266296,0.7317007780075073,2020
Yemen,3.527400016784668,7.759682655334473,0.8179805874824524,56.7272834777832,0.5999202728271484,-0.1577354371547699,0.8002877235412598,2020
Botswana,3.4788999557495117,9.711203575134277,0.7791217565536499,58.92445373535156,0.8213281035423279,-0.2503944933414459,0.7779309153556824,2020
Tanzania,3.4762001037597656,7.967665195465088,0.6889331936836243,57.49607467651367,0.8215397596359253,0.10966868698596954,0.6197994351387024,2020
Central African Republic,3.4758999347686768,6.625160217285156,0.31945985555648804,45.20000076293945,0.6408806443214417,0.08241035789251328,0.8918066620826721,2020
Rwanda,3.312299966812134,7.600104331970215,0.540835440158844,61.098846435546875,0.9005894064903259,0.05548395216464996,0.1835411787033081,2020
Zimbabwe,3.2992000579833984,7.865711688995361,0.7630927562713623,55.61725997924805,0.7114579081535339,-0.07206395268440247,0.8102369904518127,2020
South Sudan,2.8166000843048096,7.425359725952148,0.5537071228027344,51.0,0.4513136148452759,0.016518548130989075,0.7634173035621643,2020
Afghanistan,2.5669000148773193,7.462860584259033,0.4703669548034668,52.59000015258789,0.396573007106781,-0.09642940014600754,0.9336865544319153,2020
Finland,7.842100143432617,10.775201797485352,0.9536033868789673,72.0,0.9492678642272949,-0.09776027500629425,0.1858457326889038,2021
Denmark,7.619500160217285,10.933176040649414,0.9544095396995544,72.69975280761719,0.9456385374069214,0.030108893290162086,0.17883844673633575,2021
Switzerland,7.571499824523926,11.1173677444458,0.9417418241500854,74.40010070800781,0.9187881946563721,0.024629194289445877,0.29169848561286926,2021
Iceland,7.553899765014648,10.877767562866211,0.9829378724098206,73.0,0.9551227688789368,0.16027399897575378,0.6728646755218506,2021
Netherlands,7.464000225067139,10.931812286376953,0.9416008591651917,72.40011596679688,0.9131155610084534,0.1754044145345688,0.33793777227401733,2021
Norway,7.392499923706055,11.053126335144043,0.9544451236724854,73.30001068115234,0.9595884084701538,0.09342556446790695,0.2700278162956238,2021
Sweden,7.36269998550415,10.866994857788086,0.9338052272796631,72.7000503540039,0.9446040987968445,0.08622293174266815,0.23746000230312347,2021
Luxembourg,7.324399948120117,11.646564483642578,0.9077898859977722,72.5999984741211,0.9071798324584961,-0.03356621041893959,0.38641881942749023,2021
New Zealand,7.276599884033203,10.642712593078613,0.948147714138031,73.400146484375,0.9285796880722046,0.134256049990654,0.24164114892482758,2021
Austria,7.2677998542785645,10.906315803527832,0.9341755509376526,73.29972076416016,0.9076905846595764,0.04156827926635742,0.4813777804374695,2021
Australia,7.183499813079834,10.795604705810547,0.9401491284370422,73.90009307861328,0.9136497378349304,0.1585298627614975,0.4422915577888489,2021
Israel,7.157100200653076,10.57475757598877,0.9392313361167908,73.50325775146484,0.8000268936157227,0.030681880190968513,0.7531108856201172,2021
Germany,7.1545000076293945,10.872547149658203,0.9031664729118347,72.5000991821289,0.8751699328422546,0.010640330612659454,0.460144966840744,2021
Canada,7.103300094604492,10.77612590789795,0.9261578917503357,73.7998046875,0.9146769642829895,0.0892951712012291,0.41468605399131775,2021
Ireland,7.085299968719482,11.342286109924316,0.9472292065620422,72.39998626708984,0.8793568015098572,0.07718856632709503,0.36315593123435974,2021
Costa Rica,7.069399833679199,9.879919052124023,0.8913084864616394,71.3999252319336,0.9344320297241211,-0.12646888196468353,0.8087530136108398,2021
United Kingdom,7.063600063323975,10.70714282989502,0.9339838027954102,72.50009155273438,0.858679473400116,0.23341993987560272,0.4594566226005554,2021
Czech Republic,6.964700222015381,10.556146621704102,0.9465022087097168,70.80664825439453,0.858412504196167,-0.20834200084209442,0.8677807450294495,2021
United States,6.951499938964844,11.023136138916016,0.9198493361473083,68.19985961914062,0.8369630575180054,0.09843681752681732,0.6980640888214111,2021
Belgium,6.834000110626221,10.823075294494629,0.9055314660072327,72.19942474365234,0.7833221554756165,-0.1533680558204651,0.6455837488174438,2021
France,6.689899921417236,10.703892707824707,0.9423473477363586,73.99979400634766,0.8218606114387512,-0.14651916921138763,0.5707479119300842,2021
Bahrain,6.646900177001953,10.668610572814941,0.8616421818733215,69.49510192871094,0.9249880909919739,0.08911684900522232,0.7219851016998291,2021
Malta,6.6020002365112305,10.673663139343262,0.930931031703949,72.19999694824219,0.9272085428237915,0.13264670968055725,0.6529858112335205,2021
Taiwan Province of China,6.584400177001953,10.87099552154541,0.8982787728309631,69.5999984741211,0.7843614220619202,-0.0704944059252739,0.7213312983512878,2021
United Arab Emirates,6.560500144958496,11.08488941192627,0.8443886637687683,67.33289337158203,0.9323959946632385,0.07399898767471313,0.5891460180282593,2021
Saudi Arabia,6.49399995803833,10.74250316619873,0.8905491828918457,66.60309600830078,0.8772625923156738,-0.14943623542785645,0.6840046048164368,2021
Spain,6.490699768066406,10.570850372314453,0.9315811395645142,74.69999694824219,0.7613672614097595,-0.08113867789506912,0.7452783584594727,2021
Italy,6.483099937438965,10.62289810180664,0.879959225654602,73.800048828125,0.6929126381874084,-0.08422919362783432,0.8657403588294983,2021
Slovenia,6.460700035095215,10.529362678527832,0.9479639530181885,71.3997573852539,0.9486264586448669,-0.10067720711231232,0.8064841032028198,2021
Guatemala,6.434500217437744,9.053407669067383,0.8132908344268799,64.95813751220703,0.9058154821395874,-0.03760077431797981,0.7753238677978516,2021
Uruguay,6.431399822235107,9.965593338012695,0.9249749779701233,69.10005950927734,0.8957509398460388,-0.09222020953893661,0.5895706415176392,2021
Singapore,6.376500129699707,11.488009452819824,0.914898693561554,76.9528579711914,0.9271981716156006,-0.018426835536956787,0.0819585770368576,2021
Kosovo,6.372000217437744,9.318236351013184,0.8209583759307861,63.812744140625,0.8689715266227722,0.25741687417030334,0.9174878597259521,2021
Slovakia,6.330900192260742,10.368945121765137,0.9358723163604736,69.20065307617188,0.7663798332214355,-0.12377460300922394,0.9112483859062195,2021
Brazil,6.330100059509277,9.57730484008789,0.8815970420837402,66.60087585449219,0.804413914680481,-0.07104817032814026,0.7563974857330322,2021
Mexico,6.316800117492676,9.858916282653809,0.8308840990066528,68.59725952148438,0.8624945878982544,-0.1468086689710617,0.7990835905075073,2021
Jamaica,6.309199810028076,9.186201095581055,0.8765021562576294,67.5,0.8895829319953918,-0.13679705560207367,0.8844091892242432,2021
Lithuania,6.25540018081665,10.498724937438965,0.935331404209137,67.90605163574219,0.7731943130493164,-0.20268277823925018,0.8256320357322693,2021
Cyprus,6.223499774932861,10.57603645324707,0.8022973537445068,73.89753723144531,0.7630279064178467,-0.014914353378117085,0.8441770076751709,2021
Estonia,6.188799858093262,10.481181144714355,0.9414528608322144,68.79991149902344,0.9087128043174744,-0.10619337856769562,0.5266488194465637,2021
Panama,6.179599761962891,10.350154876708984,0.8958771228790283,69.65210723876953,0.8718804121017456,-0.1662856638431549,0.8556877374649048,2021
Uzbekistan,6.178800106048584,8.836421012878418,0.9184690117835999,65.25531005859375,0.970130980014801,0.31070613861083984,0.5150893926620483,2021
Chile,6.171899795532227,10.071078300476074,0.8822913765907288,70.0000228881836,0.7415035963058472,-0.044292550534009933,0.8303554058074951,2021
Poland,6.166100025177002,10.381980895996094,0.8982869386672974,69.70166778564453,0.8406172394752502,-0.1648647040128708,0.7353492975234985,2021
Kazakhstan,6.151800155639648,10.154766082763672,0.95210862159729,65.19985961914062,0.8525170087814331,-0.06944605708122253,0.7330804467201233,2021
Romania,6.139999866485596,10.283731460571289,0.8319143652915955,67.35520935058594,0.8450421094894409,-0.2194642722606659,0.9382724165916443,2021
Kuwait,6.106100082397461,10.816696166992188,0.8427844047546387,66.9000015258789,0.8670896291732788,-0.10416107624769211,0.7362381219863892,2021
Serbia,6.077899932861328,9.78662395477295,0.8726455569267273,68.60033416748047,0.7775619029998779,0.002192957093939185,0.8352977633476257,2021
